SiteID,ObservationDate,Species,Count,Observer,Status,Region,ObservationMonthYYYYMM
104,2025-05-24,Owl,4,Ranger B,Low,West,2025-05
101,2025-07-18,Bear,4,Ranger A,Moderate,North,2025-07
102,2025-05-08,Raccoon,6,Field Tech 1,Low,South,2025-05
104,2025-05-25,Raccoon,2,Ranger B,Moderate,West,2025-05
104,2025-07-09,Owl,2,Field Tech 2,Low,West,2025-07
101,2025-05-23,Hawk,2,Ranger B,Low,North,2025-05
103,2025-07-29,Raccoon,6,Field Tech 2,Low,East,2025-07
103,2025-05-28,Raccoon,4,Field Tech 1,Low,East,2025-05
103,2025-07-31,Owl,1,Field Tech 1,Low,East,2025-07
104,2025-05-30,Deer,6,Field Tech 1,Low,West,2025-05
103,2025-06-03,Eagle,6,Field Tech 1,Low,East,2025-06
102,2025-08-02,Bear,1,Field Tech 2,Low,South,2025-08
103,2025-07-06,Eagle,2,Field Tech 1,Moderate,East,2025-07
103,2025-05-21,Hawk,5,Field Tech 2,Low,East,2025-05
104,2025-06-19,Owl,1,Ranger B,Low,West,2025-06
103,2025-05-11,Eagle,4,Ranger A,Moderate,East,2025-05
103,2025-07-01,Bear,3,Field Tech 1,Low,East,2025-07
104,2025-06-02,Deer,3,Field Tech 1,Low,West,2025-06
103,2025-05-23,Fox,6,Ranger B,Low,East,2025-05
102,2025-05-12,Bear,3,Ranger B,Low,South,2025-05
102,2025-05-12,Fox,5,Field Tech 2,Low,South,2025-05
103,2025-07-05,Fox,2,Ranger B,Low,East,2025-07
101,2025-07-15,Deer,4,Field Tech 2,Moderate,North,2025-07
104,2025-07-06,Bear,5,Ranger B,Low,West,2025-07
103,2025-06-16,Eagle,4,Ranger A,Low,East,2025-06
101,2025-07-28,Hawk,4,Ranger B,Low,North,2025-07
101,2025-05-28,Raccoon,2,Ranger B,Low,North,2025-05
101,2025-06-25,Owl,6,Field Tech 2,Low,North,2025-06
102,2025-06-12,Fox,3,Ranger A,Low,South,2025-06
103,2025-07-17,Hawk,2,Ranger A,Low,East,2025-07
103,2025-06-11,Raccoon,5,Field Tech 2,Moderate,East,2025-06
102,2025-07-09,Raccoon,6,Field Tech 1,Low,South,2025-07
102,2025-05-20,Eagle,5,Ranger B,Moderate,South,2025-05
104,2025-07-27,Eagle,6,Ranger B,Moderate,West,2025-07
101,2025-06-18,Owl,5,Field Tech 1,Low,North,2025-06
102,2025-05-28,Hawk,2,Field Tech 2,Low,South,2025-05
104,2025-07-10,Eagle,6,Ranger A,Low,West,2025-07
104,2025-07-30,Fox,6,Ranger B,Low,West,2025-07
102,2025-07-06,Eagle,4,Ranger B,Low,South,2025-07
101,2025-06-08,Raccoon,4,Ranger B,Low,North,2025-06
104,2025-06-09,Eagle,1,Field Tech 1,Low,West,2025-06
101,2025-06-08,Bear,5,Field Tech 1,Low,North,2025-06
102,2025-05-13,Bear,4,Ranger A,Low,South,2025-05
104,2025-06-14,Deer,1,Field Tech 2,Low,West,2025-06
103,2025-08-02,Fox,4,Field Tech 1,Low,East,2025-08
103,2025-07-23,Deer,5,Ranger B,Low,East,2025-07
102,2025-07-06,Deer,6,Field Tech 2,Low,South,2025-07
103,2025-06-28,Bear,3,Field Tech 2,Low,East,2025-06
102,2025-06-06,Bear,5,Ranger A,Low,South,2025-06
104,2025-07-12,Bear,2,Field Tech 1,Low,West,2025-07
101,2025-07-17,Fox,4,Ranger A,Low,North,2025-07
102,2025-07-18,Hawk,4,Ranger B,Low,South,2025-07
102,2025-06-16,Owl,6,Field Tech 2,Moderate,South,2025-06
101,2025-08-01,Deer,2,Field Tech 2,Low,North,2025-08
101,2025-07-10,Raccoon,6,Ranger A,Moderate,North,2025-07
104,2025-05-22,Hawk,2,Field Tech 2,Low,West,2025-05
104,2025-07-17,Fox,3,Field Tech 2,Low,West,2025-07
103,2025-05-08,Raccoon,4,Field Tech 1,Moderate,East,2025-05
101,2025-06-02,Hawk,4,Ranger A,Moderate,North,2025-06
101,2025-06-29,Eagle,3,Ranger A,Low,North,2025-06
101,2025-05-14,Raccoon,1,Ranger A,Moderate,North,2025-05
103,2025-06-27,Deer,6,Ranger B,Low,East,2025-06
104,2025-06-22,Raccoon,3,Field Tech 2,Low,West,2025-06
104,2025-06-23,Fox,6,Ranger B,Low,West,2025-06
103,2025-05-21,Deer,5,Field Tech 2,Low,East,2025-05
102,2025-06-03,Owl,4,Ranger A,Low,South,2025-06
101,2025-06-13,Raccoon,6,Field Tech 2,Low,North,2025-06
104,2025-06-04,Deer,2,Field Tech 2,Low,West,2025-06
103,2025-05-25,Eagle,6,Ranger B,Low,East,2025-05
101,2025-05-10,Owl,5,Field Tech 2,Low,North,2025-05
101,2025-06-05,Deer,4,Ranger A,Low,North,2025-06
101,2025-07-21,Fox,3,Field Tech 2,Low,North,2025-07
101,2025-06-06,Bear,5,Ranger A,Low,North,2025-06
104,2025-07-01,Deer,4,Ranger B,Low,West,2025-07
101,2025-05-23,Hawk,6,Field Tech 1,Moderate,North,2025-05
102,2025-07-18,Eagle,1,Field Tech 1,Low,South,2025-07
102,2025-06-13,Deer,1,Ranger B,Low,South,2025-06
104,2025-06-13,Eagle,2,Ranger A,Low,West,2025-06
102,2025-07-25,Bear,4,Field Tech 2,Low,South,2025-07
